epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real_walk/full,score_fake_walk/full,disc_reward_walk/full,task_reward_0
440,18.4375,-0.8918108940124512,-0.025042747706174852,0.01018801610916853,0.0,0.17922145128250122,-0.17946859151124955,-0.17543581128120422,-0.05546628683805466
450,16.625,-0.9844374656677246,-0.0254720913246274,0.00953788347542286,0.0,0.18063056021928786,-0.18670466989278794,-0.1724497675895691,-0.050859056413173676
460,16.1875,-1.181467592716217,-0.02806173972785473,0.0088888356462121,0.0,0.181545989215374,-0.18475889265537263,-0.17683911323547363,-0.05340525507926941
470,23.625,-0.7986597418785095,-0.02466359231621027,0.007773438841104508,0.0,0.18317600786685945,-0.19267527163028716,-0.1990058571100235,-0.04092848300933838
480,17.6875,-0.800564706325531,-0.028432046249508857,0.011732769757509231,0.0,0.18316903263330458,-0.19426243007183075,-0.19045975804328918,-0.053019069135189056
490,16.6875,-1.0895387530326843,-0.023108473047614098,0.007753865886479616,0.0,0.18468053340911866,-0.19541086107492447,-0.197977215051651,-0.04411127418279648
500,22.875,-0.7071052193641663,-0.026196930930018424,0.006392636150121689,0.0,0.18660508543252946,-0.20125497430562972,-0.20819181203842163,-0.04326191544532776
510,17.25,-0.8829548060894012,-0.01988617181777954,0.008779876492917537,0.0,0.1869936928153038,-0.19796168357133864,-0.1673535704612732,-0.04742370918393135
520,15.8125,-1.2814710140228271,-0.02604937441647053,0.015621980279684066,0.0,0.18877143263816834,-0.20253482311964036,-0.18703389167785645,-0.049715109169483185
530,16.25,-1.0780277848243713,-0.0275417510420084,0.011391632445156574,0.0,0.1908649206161499,-0.20771394670009613,-0.19782480597496033,-0.02064412087202072
540,17.375,-0.8674672544002533,-0.019329789280891418,0.02583758682012558,0.0,0.19181799292564392,-0.2003140330314636,-0.1763717085123062,-0.008548250421881676
550,20.375,-0.9035176038742065,-0.024439801275730134,0.011683365516364574,0.0,0.191678024828434,-0.2047828957438469,-0.20968881249427795,-0.04814041033387184
560,19.0625,-0.6862302422523499,-0.017264787666499616,0.01916983276605606,0.0,0.1906650707125664,-0.206995590031147,-0.20562680065631866,-0.003983577713370323
570,17.9375,-0.703199952840805,-0.024387363344430923,0.0075404421426355835,0.0,0.19336482286453247,-0.20609794557094574,-0.1907472312450409,-0.05324440076947212
580,14.9375,-0.9988263249397278,-0.02170351818203926,0.007809654716402293,0.0,0.19311835020780563,-0.20744615346193312,-0.21748140454292297,-0.036835458129644394
590,18.3125,-0.9073992669582367,-0.025323839485645296,0.009462854452431202,0.0,0.19450425505638122,-0.20942679792642593,-0.20397749543190002,-0.060923896729946136
600,23.8125,-0.7189486026763916,-0.024646761268377303,0.006706794071942568,0.0,0.1951960250735283,-0.2139850839972496,-0.23148255050182343,-0.04408784583210945
610,25.9375,-0.8169717192649841,-0.01852132547646761,0.00916238222271204,0.0,0.19620198458433152,-0.216966213285923,-0.22646352648735046,-0.05252155661582947
620,16.25,-0.9989237785339355,-0.022918971627950667,0.012262453697621823,0.0,0.19807292222976686,-0.2134533107280731,-0.19994178414344788,-0.05618521571159363
630,17.5,-0.9150235652923584,-0.020031391084194182,0.005181018728762865,0.0,0.198783802986145,-0.2222326248884201,-0.22844216227531433,-0.053320154547691345
640,18.1875,-1.0133094191551208,-0.02910800613462925,0.005741168465465307,0.0,0.19808469265699385,-0.22095517963171005,-0.2305944263935089,-0.0543864443898201
650,16.75,-1.0037059783935547,-0.024619699269533158,0.008410258311778307,0.0,0.19779335409402848,-0.21854004114866257,-0.21209374070167542,-0.05408526211977005
660,14.5,-1.1872639060020447,-0.02609766088426113,0.006792499497532844,0.0,0.1994498446583748,-0.21800703257322313,-0.1974496692419052,-0.047046955674886703
670,21.4375,-0.816042959690094,-0.026503928005695343,0.010276980977505446,0.0,0.20083795189857484,-0.22630442380905152,-0.23365050554275513,-0.04488027095794678
680,18.1875,-1.0123828649520874,-0.028334217518568038,0.012636576779186726,0.0,0.20227114707231522,-0.22582946419715882,-0.232923224568367,-0.05228541046380997
690,18.1875,-0.9209236204624176,-0.029242637753486633,0.009415685944259167,0.0,0.2014247730374336,-0.22741433680057527,-0.23465149104595184,-0.05962524563074112
700,20.5625,-0.8249124884605408,-0.023149963840842246,0.008522110618650913,0.0,0.20226308107376098,-0.22691866010427475,-0.24204674363136292,-0.05437096953392029
710,16.25,-1.107705533504486,-0.022133409045636654,0.006692202761769295,0.0,0.20332289189100267,-0.22745022773742676,-0.23264479637145996,-0.04997163265943527
720,22.4375,-0.9132420420646667,-0.022862163558602332,0.007333224918693304,0.0,0.20563407689332963,-0.22740745544433594,-0.22911785542964935,-0.04941257834434509
730,15.3125,-0.9086730778217316,-0.026515200920403003,0.008990606013685464,0.0,0.20491111278533936,-0.22794060558080673,-0.2224438488483429,-0.048819199204444885
740,25.75,-0.6231236457824707,-0.02442944943904877,0.004915670864284039,0.0,0.20471885949373245,-0.22781630903482436,-0.22897431254386902,-0.051054880023002625
750,19.375,-0.8857921957969666,-0.020597170293331146,0.01771765612065792,0.0,0.2050615519285202,-0.22499144822359085,-0.20885959267616272,-0.017125822603702545
760,15.625,-1.0235892534255981,-0.02517663761973381,0.004001971706748009,0.0,0.2067403554916382,-0.23010163754224777,-0.25231948494911194,-0.05452989786863327
770,24.25,-0.5228793919086456,-0.025806428864598274,0.00682716928422451,0.0,0.20745957940816878,-0.2256835326552391,-0.22669601440429688,-0.04575781524181366
780,18.25,-0.7136178016662598,-0.026948958821594714,0.009761351346969604,0.0,0.2058626115322113,-0.2293150916695595,-0.21787989139556885,-0.04883823171257973
790,17.75,-0.9318398237228394,-0.02518078461289406,0.0034096359740942717,0.0,0.20743813812732698,-0.240116386115551,-0.2639901041984558,-0.05193587392568588
800,22.75,-0.7218896746635437,-0.025205234438180922,0.003351746452972293,0.0,0.20714239329099654,-0.22848040461540223,-0.23817162215709686,-0.04559731483459473
810,20.5625,-0.8237575888633728,-0.021618036553263664,0.005957207735627889,0.0,0.20870159566402435,-0.23225162476301192,-0.23933067917823792,-0.05525652691721916
820,23.8125,-0.7247200906276703,-0.021410693787038325,0.006690159812569619,0.0,0.20826610028743744,-0.2344518259167671,-0.25791531801223755,-0.03159907087683678
830,14.8125,-0.9164705872535706,-0.0191900547593832,0.0072694775648415085,0.0,0.20940089523792266,-0.23182134926319123,-0.2328517735004425,-0.053730692714452744
840,14.625,-1.0314400792121887,-0.021188078075647356,0.004147876240313053,0.0,0.21027081608772277,-0.23661411702632903,-0.26631540060043335,-0.05918340012431145
850,16.4375,-0.9093906879425049,-0.023757802695035933,0.007503941003233194,0.0,0.21045662462711334,-0.23676200211048126,-0.22274309396743774,-0.05089179053902626
860,22.25,-0.7167856693267822,-0.022610564716160297,0.007991752494126559,0.0,0.21269871890544892,-0.23724833577871324,-0.21512974798679352,-0.058089371770620346
870,20.25,-1.0243472456932068,-0.02653540000319481,0.00312058818526566,0.0,0.21321845650672913,-0.24134303778409957,-0.25978368520736694,-0.04904569312930107
880,16.5,-0.9147241115570068,-0.021945174783468246,0.006316837016493082,0.0,0.21287423819303514,-0.23400485664606094,-0.2375321090221405,-0.046403367072343826
890,21.1875,-0.8291667401790619,-0.024145803507417442,0.01007616687566042,0.0,0.21106955856084825,-0.2446806848049164,-0.25650179386138916,-0.04857455939054489
900,19.6875,-0.7293350398540497,-0.0213174968957901,0.00483030965551734,0.0,0.2135816276073456,-0.24279562681913375,-0.24665406346321106,-0.05399420112371445
910,20.375,-0.6299140155315399,-0.026867822743952274,0.005449424684047699,0.0,0.21304519176483155,-0.24690359681844712,-0.2553498148918152,-0.03884606063365936
920,23.375,-0.521005168557167,-0.023063066229224206,0.00811449084430933,0.0,0.21566935628652573,-0.24326421618461608,-0.22775991261005402,-0.04148118570446968
930,17.875,-0.9204186499118805,-0.024358749389648438,0.00783958174288273,0.0,0.2134987324476242,-0.2481851801276207,-0.24597734212875366,-0.04928883910179138
940,20.9375,-0.826579213142395,-0.026889029890298843,0.004158916184678674,0.0,0.21534350663423538,-0.2510105684399605,-0.2393140196800232,-0.06229809671640396
950,17.1875,-0.9147448837757111,-0.022917556390166283,0.008468566555529832,0.0,0.21539706587791443,-0.25707006007432937,-0.2266043871641159,-0.05740049108862877
960,16.6875,-0.8334662318229675,-0.02219623476266861,0.0065413772128522394,0.0,0.21539920717477798,-0.25653804540634156,-0.2514594495296478,-0.06451251357793808
970,13.4375,-0.9279359579086304,-0.026267211884260178,0.004398292070254684,0.0,0.21541254371404647,-0.25772237181663515,-0.2671254277229309,-0.045155905187129974
980,14.6875,-1.0333601832389832,-0.021215584501624106,0.005405377596616745,0.0,0.21536064743995667,-0.25194418579339983,-0.26455944776535034,-0.06537474691867828
990,28.1875,-0.8332531750202179,-0.025912464782595634,0.003134199185296893,0.0,0.21648204028606416,-0.25032251328229904,-0.263105571269989,-0.05113453045487404
1000,17.75,-0.6129383146762848,-0.02152985371649265,0.006064892467111349,0.0,0.21564130187034608,-0.24755973368883133,-0.22190159559249878,-0.037576980888843536
1010,19.9375,-1.0151955783367157,-0.02355211917310953,0.00998592097312212,0.0,0.2155267760157585,-0.23903803527355194,-0.26016825437545776,-0.029805894941091537
1020,20.8125,-0.8492541313171387,-0.026766520366072653,0.005511321127414703,0.0,0.21564533114433287,-0.2581224039196968,-0.2909163534641266,-0.056985463947057724
1030,19.8125,-1.0061467587947845,-0.02785085216164589,0.005659006349742412,0.0,0.21622120290994645,-0.25907185226678847,-0.24393342435359955,-0.02802998386323452
1040,18.125,-0.8303268849849701,-0.027702209539711475,0.006470740959048271,0.0,0.21578887701034546,-0.25230073779821394,-0.26316601037979126,-0.04755178466439247
1050,20.75,-0.8429090976715088,-0.02945783343166113,0.008309442549943924,0.0,0.21733312904834748,-0.26149519681930544,-0.2931147813796997,-0.04237748309969902
1060,20.1875,-0.8407963514328003,-0.024712613970041274,0.005719623062759638,0.0,0.21954805701971053,-0.26142806112766265,-0.27539825439453125,-0.05407794564962387
1070,17.25,-1.026457279920578,-0.02294826991856098,0.006517434865236283,0.0,0.21732326298952104,-0.254379902780056,-0.26442214846611023,-0.051498621702194214
1080,14.6875,-0.9225119352340698,-0.023092083632946014,0.006067663058638572,0.0,0.21821788400411607,-0.2634895294904709,-0.2501858174800873,-0.05085402727127075
1090,19.3125,-1.111337423324585,-0.025821954011917114,0.005985351279377937,0.0,0.21736387610435487,-0.26465356051921846,-0.240489199757576,-0.05025668069720268
1100,20.9375,-0.9362680017948151,-0.018575542047619818,0.004495471809059381,0.0,0.22028573006391525,-0.2721821516752243,-0.272316038608551,-0.05595940351486206
1110,27.6875,-0.8461050987243652,-0.024735791236162187,0.004363338509574532,0.0,0.2197710633277893,-0.2681574493646622,-0.28541338443756104,-0.05319897457957268
1120,26.6875,-0.6423534452915192,-0.02812459096312523,0.002747967839241028,0.0,0.2194199338555336,-0.2698101907968521,-0.2655163109302521,-0.05525676906108856
1130,21.5,-0.6250022053718567,-0.026013096049427985,0.005571329221129418,0.0,0.22150080800056457,-0.2690636605024338,-0.24197041988372803,-0.04300163686275482
1140,17.8125,-1.1121013164520264,-0.02131912112236023,0.011989916115999222,0.0,0.21964705735445023,-0.2746572732925415,-0.24988149106502533,-0.0435609444975853
1150,28.8125,-0.2606508359313011,-0.023527170158922674,0.00942955855280161,0.0,0.22171376943588256,-0.273362335562706,-0.3003461956977844,-0.02799232304096222
1160,17.0625,-1.0405304431915283,-0.026563458144664764,0.0049030548892915245,0.0,0.22006666660308838,-0.2803005248308182,-0.29052579402923584,-0.05444152653217316
1170,22.0,-0.8394150137901306,-0.027517728693783283,0.006856751162558794,0.0,0.22127498239278792,-0.27260879427194595,-0.2729182541370392,-0.05525118112564087
1180,17.4375,-1.0296975076198578,-0.022934532910585403,0.004333471693098545,0.0,0.21921211034059523,-0.27536787986755373,-0.2748461663722992,-0.0492776557803154
1190,24.3125,-0.7493076324462891,-0.023317683860659598,0.0039677218534052375,0.0,0.2219936579465866,-0.2794819861650467,-0.2872522473335266,-0.05537339672446251
1200,19.25,-0.9224010109901428,-0.019660524651408197,0.007654251717031002,0.0,0.22259249091148375,-0.28523559868335724,-0.251594603061676,-0.051893450319767
1210,23.8125,-0.8449448943138123,-0.028140020743012428,0.003934134822338819,0.0,0.2231597200036049,-0.28710248321294785,-0.29562050104141235,-0.0457046777009964
1220,19.125,-0.944364070892334,-0.024769706651568413,0.005755758378654718,0.0,0.22292507737874984,-0.28123426139354707,-0.28601181507110596,-0.05984138697385788
1230,20.375,-0.9595538973808289,-0.02652872782200575,0.003986517433077097,0.0,0.223613141477108,-0.29087022244930266,-0.317781925201416,-0.05900005251169205
1240,17.5,-1.1321367025375366,-0.02503267377614975,0.007009523827582598,0.0,0.22280957996845246,-0.2892745345830917,-0.28148066997528076,-0.0528445690870285
1250,23.125,-0.7533366978168488,-0.024425888434052467,0.0045410625636577604,0.0,0.22164260745048522,-0.2930538833141327,-0.28905922174453735,-0.060407787561416626
1260,24.4375,-0.3595399484038353,-0.024336224794387816,0.004622001806274057,0.0,0.2231444850564003,-0.282354348897934,-0.29972484707832336,-0.03379032760858536
1270,29.6875,-0.9505454897880554,-0.02135450132191181,0.008427025098353625,0.0,0.22205618917942047,-0.29423229694366454,-0.3087467551231384,-0.05042795464396477
1280,20.75,-0.9359778463840485,-0.02751798741519451,0.007326454017311334,0.0,0.22371976673603058,-0.2920289933681488,-0.28215843439102173,-0.04597855359315872
1290,19.8125,-0.9606102406978607,-0.02604306172579527,0.004746872279793024,0.0,0.22197870761156083,-0.3013529270887375,-0.33267760276794434,-0.046140287071466446
1300,21.4375,-0.9458855390548706,-0.024767102859914302,0.007169473636895418,0.0,0.22424975782632828,-0.29927133619785307,-0.29314732551574707,-0.0545286200940609
1310,26.5,-0.6718670129776001,-0.02741487268358469,0.0034211603924632072,0.0,0.22692407965660094,-0.3022596761584282,-0.33377543091773987,-0.047261886298656464
1320,23.25,-0.8558691740036011,-0.02537286765873432,0.00421773511916399,0.0,0.22685098350048066,-0.2995867609977722,-0.3045157194137573,-0.05836191028356552
1330,21.375,-0.9672742486000061,-0.02303889226168394,0.002712248498573899,0.0,0.22751836478710175,-0.3013924151659012,-0.34204748272895813,-0.05098076909780502
1340,20.25,-0.9513998031616211,-0.020067966170609,0.004666373087093234,0.0,0.22750377655029297,-0.30378192365169526,-0.30770447850227356,-0.052099186927080154
1350,22.9375,-0.8563326895236969,-0.01943199187517166,0.004438472259789705,0.0,0.22788897156715393,-0.3007385104894638,-0.30951523780822754,-0.053365129977464676
1360,18.4375,-1.036014348268509,-0.028000155463814735,0.0044789578765630726,0.0,0.23027774095535278,-0.2961622178554535,-0.28380948305130005,-0.054082076996564865
1370,21.4375,-0.8325695991516113,-0.024738930538296698,0.004217745736241341,0.0,0.23059077709913253,-0.29891331791877745,-0.26870477199554443,-0.04606272280216217
1380,18.9375,-0.6184044778347015,-0.024785345047712327,0.009486773423850537,0.0,0.2297445222735405,-0.2943026080727577,-0.223195880651474,-0.04947911947965622
1390,22.625,-0.762964278459549,-0.02698839418590069,0.005764918774366379,0.0,0.22916805744171143,-0.2969467282295227,-0.31069204211235046,-0.057424433529376984
1400,21.8125,-0.8447817265987396,-0.02459852285683155,0.004085046146064997,0.0,0.23232697546482087,-0.2968405932188034,-0.2786833941936493,-0.06234774366021156
1410,20.1875,-0.9597485661506653,-0.028021977841854097,0.007159620895981789,0.0,0.2311274528503418,-0.29285329580307007,-0.32507750391960144,-0.05207289382815361
1420,30.8125,-0.5519889295101166,-0.020638390071690084,0.004032105440273881,0.0,0.23242244124412537,-0.2926881670951843,-0.2777470052242279,-0.054169587790966034
1430,20.625,-0.9573663473129272,-0.024844092875719072,0.0045838277786970135,0.0,0.23312075436115265,-0.30287072658538816,-0.3210721015930176,-0.05458866059780121
1440,18.8125,-0.8563191890716553,-0.02181215099990368,0.0031929951161146163,0.0,0.23268856555223466,-0.30180642008781433,-0.3158774971961975,-0.048238277435302734
1450,22.0,-0.6496734023094177,-0.02627926729619503,0.005947418883442879,0.0,0.23466466516256332,-0.29308742880821226,-0.28808116912841797,-0.04928767681121826
1460,21.4375,-0.7425491213798523,-0.025017129629850386,0.011264217272400855,0.0,0.23409070819616318,-0.30165412425994875,-0.2783774733543396,-0.04682081192731857
1470,26.25,-0.48145394027233124,-0.026843821071088313,0.003152037225663662,0.0,0.23347304612398148,-0.3090506374835968,-0.32838279008865356,-0.05548025667667389
1480,19.9375,-0.7472775876522064,-0.022127773612737656,0.0036614603362977506,0.0,0.23334042578935624,-0.3071225106716156,-0.28861355781555176,-0.050152555108070374
1490,11.875,-1.4081968069076538,-0.02481495440006256,0.005987725406885147,0.0,0.2354148268699646,-0.3009427130222321,-0.2543751001358032,-0.05835042893886566
1500,19.3125,-0.45145902037620544,-0.02577628493309021,0.006277666985988617,0.0,0.23659710139036177,-0.30191290080547334,-0.2731909155845642,-0.05238688737154007
1510,18.8125,-1.2391380667686462,-0.02433888576924801,0.005508955288678408,0.0,0.2382035493850708,-0.3089768797159195,-0.31191298365592957,-0.047771155834198
1520,22.4375,-0.8384508490562439,-0.023884181678295136,0.004422844015061855,0.0,0.23666621297597884,-0.2956381648778915,-0.2761968672275543,-0.052205733954906464
1530,19.25,-1.1192726492881775,-0.02537211887538433,0.006382128968834877,0.0,0.23828684836626052,-0.29974780678749086,-0.2930141091346741,-0.015725065022706985
1540,24.625,-0.7540310025215149,-0.021240713819861413,0.0032774324994534255,0.0,0.240455786883831,-0.2832267254590988,-0.29266074299812317,-0.060438111424446106
1550,22.0625,-0.7641149759292603,-0.028632915019989012,0.01912170499563217,0.0,0.23830072432756425,-0.30414954125881194,-0.3203168511390686,-0.05267325043678284
1560,14.25,-1.1292833089828491,-0.025005611777305602,0.008380018174648285,0.0,0.23798526972532272,-0.2951123923063278,-0.2800806760787964,-0.0526842325925827
1570,21.1875,-1.0311336517333984,-0.02047543115913868,0.006836219131946564,0.0,0.23952730596065522,-0.28286863267421725,-0.2697511315345764,-0.05572265386581421
1580,25.875,-0.647997260093689,-0.01933750733733177,0.0065065320581197735,0.0,0.24166354387998581,-0.2826558440923691,-0.27789950370788574,-0.05425111949443817
1590,16.1875,-0.9464241862297058,-0.029192370548844337,0.0038595693185925484,0.0,0.2426189363002777,-0.2861612305045128,-0.30070942640304565,-0.0540805459022522
1600,22.5625,-0.7422672510147095,-0.02297884039580822,0.0050450627692043785,0.0,0.24192190021276475,-0.2858723044395447,-0.27084147930145264,-0.05806451290845871
1610,21.25,-0.7555751800537109,-0.020594286173582076,0.006940566189587116,0.0,0.24391116052865983,-0.2890265494585037,-0.30499541759490967,-0.051351409405469894
1620,23.1875,-0.8445611596107483,-0.019950153771787882,0.004604389192536473,0.0,0.24110036343336105,-0.2777438908815384,-0.2869899272918701,-0.05426587164402008
1630,21.5,-0.9315692782402039,-0.024814299121499062,0.0040427858941257,0.0,0.24181113094091417,-0.28330816626548766,-0.27568817138671875,-0.04926665127277374
1640,19.5,-0.7475032806396484,-0.02920906078070402,0.006032358761876822,0.0,0.24219862669706343,-0.2764741837978363,-0.2902391850948334,-0.05042613297700882
1650,19.4375,-0.8281804025173187,-0.029700695537030697,0.010869815945625305,0.0,0.24727898240089416,-0.27114571928977965,-0.25888746976852417,-0.04873432219028473
1660,19.1875,-0.926689624786377,-0.025837821885943413,0.004975657165050507,0.0,0.24509676396846772,-0.27366538941860197,-0.2617957890033722,-0.051341623067855835
1670,20.3125,-0.9376566410064697,-0.022605494037270545,0.006641482189297676,0.0,0.24903037399053574,-0.2759244903922081,-0.290160208940506,-0.047726910561323166
1680,21.375,-0.9349002838134766,-0.0284694816917181,0.003993547940626741,0.0,0.24925998747348785,-0.268515020608902,-0.28582116961479187,-0.04422876983880997
1690,20.1875,-0.7460574507713318,-0.02614339105784893,0.006150262337177992,0.0,0.24886158257722854,-0.2766984686255455,-0.283157616853714,-0.05418115109205246
1700,21.8125,-0.8290292322635651,-0.026653847098350524,0.0035187552217394113,0.0,0.24814424961805343,-0.2742066740989685,-0.25248879194259644,-0.058757126331329346
1710,22.6875,-0.7390961945056915,-0.024607278127223253,0.0055480170994997025,0.0,0.2514413520693779,-0.269082573056221,-0.2812327742576599,-0.041847772896289825
1720,20.875,-0.8266159892082214,-0.02407649755477905,0.004076128918677568,0.0,0.2508108139038086,-0.27538583278656004,-0.2543923258781433,-0.05235004425048828
1730,23.8125,-0.632821261882782,-0.026976725645363332,0.001898911758325994,0.0,0.25020755678415296,-0.2597248300909996,-0.25290822982788086,-0.05176040530204773
1740,25.0,-0.7379116714000702,-0.028682086057960986,0.002177192084491253,0.0,0.2521375671029091,-0.264756141602993,-0.27261853218078613,-0.048869941383600235
1750,18.375,-1.1126671433448792,-0.027130236104130744,0.006205954123288393,0.0,0.2523266837000847,-0.2646605625748634,-0.25315219163894653,-0.04716900363564491
